Nr notowania;Rok notowania;Pozycja;Tytuł;Artysta;Punkty
1546;2011;23;Waving;Blackfield;8
1546;2011;24;Rise Above 1;Reeve Carney & Bono & The Edge;7
1546;2011;25;Wojtek w Czechosłowacji;Wojtek Mazolewski Quintet;6
1546;2011;26;Dokąd;Muzyka Końca Lata;5
1546;2011;27;Sunday Lover;Guano Apes;4
1546;2011;28;Ukryte;Myslovitz;3
1546;2011;29;Witaj w moim świecie;Edyta Bartosiewicz;2
1546;2011;30;Back Down South;Kings of Leon;1
1547;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1547;2011;2;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;29
1547;2011;3;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;28
1547;2011;4;Water Water;Stirwater;27
1547;2011;5;Autystyczny;Luxtorpeda;26
1547;2011;6;Set Fire to the Rain;Adele;25
1547;2011;7;Walk;Foo Fighters;24
1547;2011;8;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;23
1547;2011;9;We Can Fly;Yes;22
1547;2011;10;This Green and Pleasant Land;Pendragon;21
1547;2011;11;Nomada;Nosowska;20
1547;2011;12;Days Are Forgotten;Kasabian;19
1547;2011;13;Forgotten Land;Riverside;18
1547;2011;14;East Harlem;Beirut;17
1547;2011;15;Überlin;R.E.M.;16
1547;2011;16;Boso;Zakopower;15
1547;2011;17;Irresistible Force;Jane's Addiction;14
1547;2011;18;Diabli nadali;Cree;13
1547;2011;19;Man in the Middle;Black Country Communion;12
1547;2011;20;Dokąd;Muzyka Końca Lata;11
1547;2011;21;Art brut;Myslovitz;10
1547;2011;22;Waving;Blackfield;9
1547;2011;23;Sunday Lover;Guano Apes;8
1547;2011;24;Grób;Cuba de Zoo;7
1547;2011;25;Nail on the Head;Uriah Heep;6
1547;2011;26;Wojtek w Czechosłowacji;Wojtek Mazolewski Quintet;5
1547;2011;27;Back Down South;Kings of Leon;4
1547;2011;28;Popiół i diament;Maciej Balcar;3
1547;2011;29;Paradise;Coldplay;2
1547;2011;30;American Beauty;Ray Wilson & Stiltskin;1
1548;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1548;2011;2;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;29
1548;2011;3;Water Water;Stirwater;28
1548;2011;4;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;27
1548;2011;5;Autystyczny;Luxtorpeda;26
1548;2011;6;Walk;Foo Fighters;25
1548;2011;7;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;24
1548;2011;8;Nomada;Nosowska;23
1548;2011;9;This Green and Pleasant Land;Pendragon;22
1548;2011;10;Days Are Forgotten;Kasabian;21
1548;2011;11;Set Fire to the Rain;Adele;20
1548;2011;12;Überlin;R.E.M.;19
1548;2011;13;Paradise;Coldplay;18
1548;2011;14;We Can Fly;Yes;17
1548;2011;15;East Harlem;Beirut;16
1548;2011;16;Irresistible Force;Jane's Addiction;15
1548;2011;17;Forgotten Land;Riverside;14
1548;2011;18;Boso;Zakopower;13
1548;2011;19;Diabli nadali;Cree;12
1548;2011;20;Dokąd;Muzyka Końca Lata;11
1548;2011;21;Sunday Lover;Guano Apes;10
1548;2011;22;Art brut;Myslovitz;9
1548;2011;23;Man in the Middle;Black Country Communion;8
1548;2011;24;American Beauty;Ray Wilson & Stiltskin;7
1548;2011;25;Waving;Blackfield;6
1548;2011;26;It Happened Today;R.E.M.;5
1548;2011;27;Back Down South;Kings of Leon;4
1548;2011;28;Popiół i diament;Maciej Balcar;3
1548;2011;29;Na pół;Coma;2
1548;2011;30;Polskie mięso;T. Love;1
1549;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1549;2011;2;Water Water;Stirwater;29
1549;2011;3;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;28
1549;2011;4;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;27
1549;2011;5;Autystyczny;Luxtorpeda;26
1549;2011;6;Walk;Foo Fighters;25
1549;2011;7;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;24
1549;2011;8;Nomada;Nosowska;23
1549;2011;9;Days Are Forgotten;Kasabian;22
1549;2011;10;Paradise;Coldplay;21
1549;2011;11;Set Fire to the Rain;Adele;20
1549;2011;12;This Green and Pleasant Land;Pendragon;19
1549;2011;13;Irresistible Force;Jane's Addiction;18
1549;2011;14;We Can Fly;Yes;17
1549;2011;15;Überlin;R.E.M.;16
1549;2011;16;East Harlem;Beirut;15
1549;2011;17;Sunday Lover;Guano Apes;14
1549;2011;18;Forgotten Land;Riverside;13
1549;2011;19;American Beauty;Ray Wilson & Stiltskin;12
1549;2011;20;Diabli nadali;Cree;11
1549;2011;21;Dokąd;Muzyka Końca Lata;10
1549;2011;22;Boso;Zakopower;9
1549;2011;23;It Happened Today;R.E.M.;8
1549;2011;24;Waving;Blackfield;7
1549;2011;25;Art brut;Myslovitz;6
1549;2011;26;Polskie mięso;T. Love;5
1549;2011;27;Popiół i diament;Maciej Balcar;4
1549;2011;28;Back Down South;Kings of Leon;3
1549;2011;29;Brighter Blue;Red Box;2
1549;2011;30;This Is Why We Fight;The Decemberists;1
1550;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1550;2011;2;Water Water;Stirwater;29
1550;2011;3;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;28
1550;2011;4;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;27
1550;2011;5;Walk;Foo Fighters;26
1550;2011;6;Autystyczny;Luxtorpeda;25
1550;2011;7;Paradise;Coldplay;24
1550;2011;8;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;23
1550;2011;9;Nomada;Nosowska;22
1550;2011;10;Set Fire to the Rain;Adele;21
1550;2011;11;Days Are Forgotten;Kasabian;20
1550;2011;12;Irresistible Force;Jane's Addiction;19
1550;2011;13;This Green and Pleasant Land;Pendragon;18
1550;2011;14;We Can Fly;Yes;17
1550;2011;15;Sunday Lover;Guano Apes;16
1550;2011;16;American Beauty;Ray Wilson & Stiltskin;15
1550;2011;17;Überlin;R.E.M.;14
1550;2011;18;East Harlem;Beirut;13
1550;2011;19;It Happened Today;R.E.M.;12
1550;2011;20;Polskie mięso;T. Love;11
1550;2011;21;Forgotten Land;Riverside;10
1550;2011;22;Waving;Blackfield;9
1550;2011;23;This Is Why We Fight;The Decemberists;8
1550;2011;24;Dokąd;Muzyka Końca Lata;7
1550;2011;25;Boso;Zakopower;6
1550;2011;26;Brighter Blue;Red Box;5
1550;2011;27;Diabli nadali;Cree;4
1550;2011;28;Popiół i diament;Maciej Balcar;3
1550;2011;29;Rhythm of the Heat;Peter Gabriel;2
1550;2011;30;Rumour Has It;Adele;1
1551;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1551;2011;2;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;29
1551;2011;3;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;28
1551;2011;4;Paradise;Coldplay;27
1551;2011;5;Walk;Foo Fighters;26
1551;2011;6;Autystyczny;Luxtorpeda;25
1551;2011;7;Irresistible Force;Jane's Addiction;24
1551;2011;8;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;23
1551;2011;9;Nomada;Nosowska;22
1551;2011;10;Water Water;Stirwater;21
1551;2011;11;Days Are Forgotten;Kasabian;20
1551;2011;12;This Green and Pleasant Land;Pendragon;19
1551;2011;13;Rumour Has It;Adele;18
1551;2011;14;American Beauty;Ray Wilson & Stiltskin;17
1551;2011;15;Sunday Lover;Guano Apes;16
1551;2011;16;East Harlem;Beirut;15
1551;2011;17;Set Fire to the Rain;Adele;14
1551;2011;18;We Can Fly;Yes;13
1551;2011;19;Polskie mięso;T. Love;12
1551;2011;20;It Happened Today;R.E.M.;11
1551;2011;21;This Is Why We Fight;The Decemberists;10
1551;2011;22;Überlin;R.E.M.;9
1551;2011;23;Brighter Blue;Red Box;8
1551;2011;24;Dokąd;Muzyka Końca Lata;7
1551;2011;25;Forgotten Land;Riverside;6
1551;2011;26;Rhythm of the Heat;Peter Gabriel;5
1551;2011;27;Bóg wie gdzie;Zakopower;4
1551;2011;28;Waving;Blackfield;3
1551;2011;29;Shake It Out;Florence & The Machine;2
1551;2011;30;Matrioszka;Julia Marcell;1
1552;2011;1;Paradise;Coldplay;30
1552;2011;2;Somebody That I Used to Know;Gotye feat. Kimbra;29
1552;2011;3;Irresistible Force;Jane's Addiction;28
1552;2011;4;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;27
1552;2011;5;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;26
1552;2011;6;Autystyczny;Luxtorpeda;25
1552;2011;7;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;24
1552;2011;8;Walk;Foo Fighters;23
1552;2011;9;Nomada;Nosowska;22
1552;2011;10;Days Are Forgotten;Kasabian;21
1552;2011;11;American Beauty;Ray Wilson & Stiltskin;20
1552;2011;12;Rumour Has It;Adele;19
1552;2011;13;Sunday Lover;Guano Apes;18
1552;2011;14;This Is Why We Fight;The Decemberists;17
1552;2011;15;Polskie mięso;T. Love;16
1552;2011;16;Bóg wie gdzie;Zakopower;15
1552;2011;17;This Green and Pleasant Land;Pendragon;14
1552;2011;18;Water Water;Stirwater;13
1552;2011;19;East Harlem;Beirut;12
1552;2011;20;Brighter Blue;Red Box;11
1552;2011;21;It Happened Today;R.E.M.;10
1552;2011;22;Rhythm of the Heat;Peter Gabriel;9
1552;2011;23;We Can Fly;Yes;8
1552;2011;24;Matrioszka;Julia Marcell;7
1552;2011;25;Set Fire to the Rain;Adele;6
1552;2011;26;Shake It Out;Florence & The Machine;5
1552;2011;27;Dokąd;Muzyka Końca Lata;4
1552;2011;28;Santa Fe;Beirut;3
1552;2011;29;Settle Down;Kimbra;2
1552;2011;30;Los cebula i krokodyle łzy;Coma;1
1553;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1553;2011;2;Paradise;Coldplay;29
1553;2011;3;Irresistible Force;Jane's Addiction;28
1553;2011;4;American Beauty;Ray Wilson & Stiltskin;27
1553;2011;5;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;26
1553;2011;6;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;25
1553;2011;7;This Is Why We Fight;The Decemberists;24
1553;2011;8;Days Are Forgotten;Kasabian;23
1553;2011;9;Walk;Foo Fighters;22
1553;2011;10;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;21
1553;2011;11;Rhythm of the Heat;Peter Gabriel;20
1553;2011;12;Nomada;Nosowska;19
1553;2011;13;Autystyczny;Luxtorpeda;18
1553;2011;14;Sunday Lover;Guano Apes;17
1553;2011;15;Los cebula i krokodyle łzy;Coma;16
1553;2011;16;Bóg wie gdzie;Zakopower;15
1553;2011;17;Water Water;Stirwater;14
1553;2011;18;Brighter Blue;Red Box;13
1553;2011;19;Polskie mięso;T. Love;12
1553;2011;20;Rumour Has It;Adele;11
1553;2011;21;Matrioszka;Julia Marcell;10
1553;2011;22;Awangarda, jazz i podziemie;Strachy na Lachy;9
1553;2011;23;Shake It Out;Florence & The Machine;8
1553;2011;24;East Harlem;Beirut;7
1553;2011;25;We Can Fly;Yes;6
1553;2011;26;Show Me the Way;The Cranberries;5
1553;2011;27;Santa Fe;Beirut;4
1553;2011;28;Postcard;Steven Wilson;3
1553;2011;29;It Happened Today;R.E.M.;2
1553;2011;30;I'll Take Care of You;Beth Hart & Joe Bonamassa;1
1554;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1554;2011;2;Paradise;Coldplay;29
1554;2011;3;Irresistible Force;Jane's Addiction;28
1554;2011;4;American Beauty;Ray Wilson & Stiltskin;27
1554;2011;5;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;26
1554;2011;6;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;25
1554;2011;7;This Is Why We Fight;The Decemberists;24
1554;2011;8;Los cebula i krokodyle łzy;Coma;23
1554;2011;9;Rhythm of the Heat;Peter Gabriel;22
1554;2011;10;Days Are Forgotten;Kasabian;21
1554;2011;11;Walk;Foo Fighters;20
1554;2011;12;Nomada;Nosowska;19
1554;2011;13;Autystyczny;Luxtorpeda;18
1554;2011;14;Postcard;Steven Wilson;17
1554;2011;15;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;16
1554;2011;16;Show Me the Way;The Cranberries;15
1554;2011;17;Brighter Blue;Red Box;14
1554;2011;18;Sunday Lover;Guano Apes;13
1554;2011;19;Bóg wie gdzie;Zakopower;12
1554;2011;20;Rumour Has It;Adele;11
1554;2011;21;Shake It Out;Florence & The Machine;10
1554;2011;22;Matrioszka;Julia Marcell;9
1554;2011;23;Polskie mięso;T. Love;8
1554;2011;24;Awangarda, jazz i podziemie;Strachy na Lachy;7
1554;2011;25;Uno momento mortis;Grzegorz Turnau;6
1554;2011;26;East Harlem;Beirut;5
1554;2011;27;Przypadek Hermana Rotha;Myslovitz;4
1554;2011;28;Santa Fe;Beirut;3
1554;2011;29;To jedno;Aga Zaryan i Grzegorz Turnau;2
1554;2011;30;I'll Take Care of You;Beth Hart & Joe Bonamassa;1
1555;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1555;2011;2;Paradise;Coldplay;29
1555;2011;3;American Beauty;Ray Wilson & Stiltskin;28
1555;2011;4;Los cebula i krokodyle łzy;Coma;27
1555;2011;5;Irresistible Force;Jane's Addiction;26
1555;2011;6;This Is Why We Fight;The Decemberists;25
1555;2011;7;Rhythm of the Heat;Peter Gabriel;24
1555;2011;8;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;23
1555;2011;9;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;22
1555;2011;10;Days Are Forgotten;Kasabian;21
1555;2011;11;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;20
1555;2011;12;Czarna Helena po roku;Artur Andrus;19
1555;2011;13;Postcard;Steven Wilson;18
1555;2011;14;Walk;Foo Fighters;17
1555;2011;15;Show Me the Way;The Cranberries;16
1555;2011;16;Nomada;Nosowska;15
1555;2011;17;Autystyczny;Luxtorpeda;14
1555;2011;18;Brighter Blue;Red Box;13
1555;2011;19;Shake It Out;Florence & The Machine;12
1555;2011;20;Rumour Has It;Adele;11
1555;2011;21;Sunday Lover;Guano Apes;10
1555;2011;22;Bóg wie gdzie;Zakopower;9
1555;2011;23;Matrioszka;Julia Marcell;8
1555;2011;24;I'll Take Care of You;Beth Hart & Joe Bonamassa;7
1555;2011;25;Uno momento mortis;Grzegorz Turnau;6
1555;2011;26;Polskie mięso;T. Love;5
1555;2011;27;Awangarda, jazz i podziemie;Strachy na Lachy;4
1555;2011;28;Przypadek Hermana Rotha;Myslovitz;3
1555;2011;29;Bez odwrotu;Closterkeller;2
1555;2011;30;Lizbona, Rio i Hawana;Anna Maria Jopek;1
1556;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1556;2011;2;Paradise;Coldplay;29
1556;2011;3;Irresistible Force;Jane's Addiction;28
1556;2011;4;American Beauty;Ray Wilson & Stiltskin;27
1556;2011;5;Rhythm of the Heat;Peter Gabriel;26
1556;2011;6;This Is Why We Fight;The Decemberists;25
1556;2011;7;Czarna Helena po roku;Artur Andrus;24
1556;2011;8;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;23
1556;2011;9;Los cebula i krokodyle łzy;Coma;22
1556;2011;10;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;21
1556;2011;11;Days Are Forgotten;Kasabian;20
1556;2011;12;Postcard;Steven Wilson;19
1556;2011;13;Show Me the Way;The Cranberries;18
1556;2011;14;Walk;Foo Fighters;17
1556;2011;15;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;16
1556;2011;16;Rumour Has It;Adele;15
1556;2011;17;Shake It Out;Florence & The Machine;14
1556;2011;18;Autystyczny;Luxtorpeda;13
1556;2011;19;I'll Take Care of You;Beth Hart & Joe Bonamassa;12
1556;2011;20;Nomada;Nosowska;11
1556;2011;21;Brighter Blue;Red Box;10
1556;2011;22;Uno momento mortis;Grzegorz Turnau;9
1556;2011;23;Sunday Lover;Guano Apes;8
1556;2011;24;Bóg wie gdzie;Zakopower;7
1556;2011;25;The Sparrow;Mastodon;6
1556;2011;26;Matrioszka;Julia Marcell;5
1556;2011;27;Polskie mięso;T. Love;4
1556;2011;28;Awangarda, jazz i podziemie;Strachy na Lachy;3
1556;2011;29;Lizbona, Rio i Hawana;Anna Maria Jopek;2
1556;2011;30;Love Is Found;Sade;1
1557;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1557;2011;2;Los cebula i krokodyle łzy;Coma;29
1557;2011;3;Paradise;Coldplay;28
1557;2011;4;Rhythm of the Heat;Peter Gabriel;27
1557;2011;5;Irresistible Force;Jane's Addiction;26
1557;2011;6;This Is Why We Fight;The Decemberists;25
1557;2011;7;Czarna Helena po roku;Artur Andrus;24
1557;2011;8;American Beauty;Ray Wilson & Stiltskin;23
1557;2011;9;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;22
1557;2011;10;Someone Like You (live);Adele;21
1557;2011;11;Postcard;Steven Wilson;20
1557;2011;12;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;19
1557;2011;13;Days Are Forgotten;Kasabian;18
1557;2011;14;Show Me the Way;The Cranberries;17
1557;2011;15;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;16
1557;2011;16;I'll Take Care of You;Beth Hart & Joe Bonamassa;15
1557;2011;17;Shake It Out;Florence & The Machine;14
1557;2011;18;Uno momento mortis;Grzegorz Turnau;13
1557;2011;19;Walk;Foo Fighters;12
1557;2011;20;The Sparrow;Mastodon;11
1557;2011;21;Autystyczny;Luxtorpeda;10
1557;2011;22;Brighter Blue;Red Box;9
1557;2011;23;Rumour Has It;Adele;8
1557;2011;24;Nomada;Nosowska;7
1557;2011;25;Sunday Lover;Guano Apes;6
1557;2011;26;Karp 2011;Przyjaciele Karpia;5
1557;2011;27;Bóg wie gdzie;Zakopower;4
1557;2011;28;Lizbona, Rio i Hawana;Anna Maria Jopek;3
1557;2011;29;Matrioszka;Julia Marcell;2
1557;2011;30;Awangarda, jazz i podziemie;Strachy na Lachy;1
1558;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1558;2011;2;Paradise;Coldplay;29
1558;2011;3;Someone Like You (live);Adele;28
1558;2011;4;Irresistible Force;Jane's Addiction;27
1558;2011;5;Los cebula i krokodyle łzy;Coma;26
1558;2011;6;Rhythm of the Heat;Peter Gabriel;25
1558;2011;7;This Is Why We Fight;The Decemberists;24
1558;2011;8;American Beauty;Ray Wilson & Stiltskin;23
1558;2011;9;Czarna Helena po roku;Artur Andrus;22
1558;2011;10;Show Me the Way;The Cranberries;21
1558;2011;11;Postcard;Steven Wilson;20
1558;2011;12;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;19
1558;2011;13;Uno momento mortis;Grzegorz Turnau;18
1558;2011;14;The Sparrow;Mastodon;17
1558;2011;15;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;16
1558;2011;16;I'll Take Care of You;Beth Hart & Joe Bonamassa;15
1558;2011;17;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;14
1558;2011;18;No Light, No Light;Florence & The Machine;13
1558;2011;19;Shake It Out;Florence & The Machine;12
1558;2011;20;Days Are Forgotten;Kasabian;11
1558;2011;21;Brighter Blue;Red Box;10
1558;2011;22;Autystyczny;Luxtorpeda;9
1558;2011;23;Karp 2011;Przyjaciele Karpia;8
1558;2011;24;Nomada;Nosowska;7
1558;2011;25;Bóg wie gdzie;Zakopower;6
1558;2011;26;Rumour Has It;Adele;5
1558;2011;27;Sunday Lover;Guano Apes;4
1558;2011;28;Lizbona, Rio i Hawana;Anna Maria Jopek;3
1558;2011;29;Awangarda, jazz i podziemie;Strachy na Lachy;2
1558;2011;30;O lesie;Nosowska;1
1559;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1559;2011;2;Los cebula i krokodyle łzy;Coma;29
1559;2011;3;Someone Like You (live);Adele;28
1559;2011;4;Paradise;Coldplay;27
1559;2011;5;Irresistible Force;Jane's Addiction;26
1559;2011;6;Rhythm of the Heat;Peter Gabriel;25
1559;2011;7;No Light, No Light;Florence & The Machine;24
1559;2011;8;This Is Why We Fight;The Decemberists;23
1559;2011;9;The Sparrow;Mastodon;22
1559;2011;10;Show Me the Way;The Cranberries;21
1559;2011;11;Uno momento mortis;Grzegorz Turnau;20
1559;2011;12;Czarna Helena po roku;Artur Andrus;19
1559;2011;13;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;18
1559;2011;14;Postcard;Steven Wilson;17
1559;2011;15;American Beauty;Ray Wilson & Stiltskin;16
1559;2011;16;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;15
1559;2011;17;Shake It Out;Florence & The Machine;14
1559;2011;18;I'll Take Care of You;Beth Hart & Joe Bonamassa;13
1559;2011;19;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;12
1559;2011;20;Plamy na słońcu;Kazik Na Żywo;11
1559;2011;21;Autystyczny;Luxtorpeda;10
1559;2011;22;Brighter Blue;Red Box;9
1559;2011;23;Karp 2011;Przyjaciele Karpia;8
1559;2011;24;Bóg wie gdzie;Zakopower;7
1559;2011;25;O lesie;Nosowska;6
1559;2011;26;Nomada;Nosowska;5
1559;2011;27;Rumour Has It;Adele;4
1559;2011;28;Days Are Forgotten;Kasabian;3
1559;2011;29;Awangarda, jazz i podziemie;Strachy na Lachy;2
1559;2011;30;Wild Man;Kate Bush;1
1560;2011;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1560;2011;2;Someone Like You (live);Adele;29
1560;2011;3;Los cebula i krokodyle łzy;Coma;28
1560;2011;4;Paradise;Coldplay;27
1560;2011;5;The Sparrow;Mastodon;26
1560;2011;6;No Light, No Light;Florence & The Machine;25
1560;2011;7;Rhythm of the Heat;Peter Gabriel;24
1560;2011;8;Irresistible Force;Jane's Addiction;23
1560;2011;9;Show Me the Way;The Cranberries;22
1560;2011;10;Uno momento mortis;Grzegorz Turnau;21
1560;2011;11;Plamy na słońcu;Kazik Na Żywo;20
1560;2011;12;Czarna Helena po roku;Artur Andrus;19
1560;2011;13;This Is Why We Fight;The Decemberists;18
1560;2011;14;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;17
1560;2011;15;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;16
1560;2011;16;I'll Take Care of You;Beth Hart & Joe Bonamassa;15
1560;2011;17;Postcard;Steven Wilson;14
1560;2011;18;Shake It Out;Florence & The Machine;13
1560;2011;19;Karp 2011;Przyjaciele Karpia;12
1560;2011;20;Autystyczny;Luxtorpeda;11
1560;2011;21;O lesie;Nosowska;10
1560;2011;22;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;9
1560;2011;23;Bóg wie gdzie;Zakopower;8
1560;2011;24;Brighter Blue;Red Box;7
1560;2011;25;Nomada;Nosowska;6
1560;2011;26;American Beauty;Ray Wilson & Stiltskin;5
1560;2011;27;AstroBlues;Triquetra;4
1560;2011;28;Rumour Has It;Adele;3
1560;2011;29;Po deszczu;OME;2
1560;2011;30;Wild Man;Kate Bush;1
1561;2011;1;Someone Like You (live);Adele;30
1561;2011;2;Somebody That I Used to Know;Gotye feat. Kimbra;29
1561;2011;3;Los cebula i krokodyle łzy;Coma;28
1561;2011;4;Paradise;Coldplay;27
1561;2011;5;The Sparrow;Mastodon;26
1561;2011;6;No Light, No Light;Florence & The Machine;25
1561;2011;7;Plamy na słońcu;Kazik Na Żywo;24
1561;2011;8;Show Me the Way;The Cranberries;23
1561;2011;9;Rhythm of the Heat;Peter Gabriel;22
1561;2011;10;Irresistible Force;Jane's Addiction;21
1561;2011;11;Uno momento mortis;Grzegorz Turnau;20
1561;2011;12;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;19
1561;2011;13;Czarna Helena po roku;Artur Andrus;18
1561;2011;14;Autystyczny;Luxtorpeda;17
1561;2011;15;This Is Why We Fight;The Decemberists;16
1561;2011;16;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;15
1561;2011;17;O lesie;Nosowska;14
1561;2011;18;Bóg wie gdzie;Zakopower;13
1561;2011;19;I'll Take Care of You;Beth Hart & Joe Bonamassa;12
1561;2011;20;Kobiety jak te kwiaty;Zbigniew Zamachowski i Grupa MoCarta;11
1561;2011;21;Shake It Out;Florence & The Machine;10
1561;2011;22;Nomada;Nosowska;9
1561;2011;23;Wild Man;Kate Bush;8
1561;2011;24;Po deszczu;OME;7
1561;2011;25;AstroBlues;Triquetra;6
1561;2011;26;Brighter Blue;Red Box;5
1561;2011;27;Rumour Has It;Adele;4
1561;2011;28;Okruchy dusz;Adam Nowak i Karolina Gruszka;3
1561;2011;29;Piosenka o Bośni;Buldog;2
1561;2011;30;Let It Rain;Red Box;1
1562;2012;1;Someone Like You (live);Adele;30
1562;2012;2;Somebody That I Used to Know;Gotye feat. Kimbra;29
1562;2012;3;Los cebula i krokodyle łzy;Coma;28
1562;2012;4;The Sparrow;Mastodon;27
1562;2012;5;Paradise;Coldplay;26
1562;2012;6;No Light, No Light;Florence & The Machine;25
1562;2012;7;Plamy na słońcu;Kazik Na Żywo;24
1562;2012;8;Show Me the Way;The Cranberries;23
1562;2012;9;Uno momento mortis;Grzegorz Turnau;22
1562;2012;10;Rhythm of the Heat;Peter Gabriel;21
1562;2012;11;Irresistible Force;Jane's Addiction;20
1562;2012;12;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;19
1562;2012;13;I'll Take Care of You;Beth Hart & Joe Bonamassa;18
1562;2012;14;Czarna Helena po roku;Artur Andrus;17
1562;2012;15;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;16
1562;2012;16;O lesie;Nosowska;15
1562;2012;17;We All Go Back to Where We Belong;R.E.M.;14
1562;2012;18;Autystyczny;Luxtorpeda;13
1562;2012;19;Let It Rain;Red Box;12
1562;2012;20;AstroBlues;Triquetra;11
1562;2012;21;Shake It Out;Florence & The Machine;10
1562;2012;22;Wild Man;Kate Bush;9
1562;2012;23;Bóg wie gdzie;Zakopower;8
1562;2012;24;Et si tu n'existais pas;Acid Drinkers;7
1562;2012;25;Nomada;Nosowska;6
1562;2012;26;Piosenka o Bośni;Buldog;5
1562;2012;27;Okruchy dusz;Adam Nowak i Karolina Gruszka;4
1562;2012;28;This Is Why We Fight;The Decemberists;3
1562;2012;29;ViolMachine;Jelonek;2
1562;2012;30;Video Games;Lana del Rey;1
1563;2012;1;Somebody That I Used to Know;Gotye feat. Kimbra;30
1563;2012;2;Someone Like You (live);Adele;29
1563;2012;3;Los cebula i krokodyle łzy;Coma;28
1563;2012;4;No Light, No Light;Florence & The Machine;27
1563;2012;5;Paradise;Coldplay;26
1563;2012;6;Plamy na słońcu;Kazik Na Żywo;25
1563;2012;7;Show Me the Way;The Cranberries;24
1563;2012;8;The Sparrow;Mastodon;23
1563;2012;9;Uno momento mortis;Grzegorz Turnau;22
1563;2012;10;Irresistible Force;Jane's Addiction;21
1563;2012;11;Let It Rain;Red Box;20
1563;2012;12;We All Go Back to Where We Belong;R.E.M.;19
1563;2012;13;Rhythm of the Heat;Peter Gabriel;18
1563;2012;14;I'll Take Care of You;Beth Hart & Joe Bonamassa;17
1563;2012;15;Et si tu n'existais pas;Acid Drinkers;16
1563;2012;16;Ostatnia nocka;Yugopolis 2 / Maciej Maleńczuk;15
